130,98.92788
130,95.16213
130,123.9049
130,100.9439
130,127.3516
130,91.67159
130,100.0176
130,128.6404
130,121.5898
130,126.2747
130,126.9481
130,127.6287
130,126.5984
130,103.6209
130,99.95187
130,122.1133
130,110.1005
130,111.3462
130,121.2312
130,116.9079
100,97.92503
100,93.96115
100,83.41584
100,99.66473
100,92.31551
100,98.39452
100,99.33492
100,82.36966
100,80.95885
100,82.54752
100,93.5876
100,80.29777
100,81.91138
100,96.64851
100,81.25602
100,99.59658
100,88.01363
100,92.11004
100,77.27692
100,81.07235
100,82.85227
