100,86.97353
100,77.43954
100,76.04326
100,80.6665
100,80.79052
100,88.16624
100,80.4736
100,82.04915
100,83.60056
100,78.35326
100,80.60643
100,97.94316
100,95.55015
100,74.26728
100,98.76966
100,92.48952
100,91.37416
100,86.61871
100,83.1312
100,96.96687
130,123.1627
130,117.2581
130,125.4063
130,115.376
130,119.1581
130,112.1253
130,125.7709
130,122.6747
130,110.8338
130,113.8557
130,113.7148
130,122.4041
130,122.3031
130,123.0649
130,107.9345
130,110.0536
130,104.7135
130,113.5976
130,114.9158
130,121.7803
130,96.9134
