100,84.22766
100,71.92233
100,80.84925
100,82.37644
100,77.45766
100,79.90912
100,75.18099
100,81.23431
100,84.41749
100,94.02545
100,80.34407
100,76.34087
100,73.53928
100,87.67626
100,85.41328
100,87.76058
100,76.33649
100,77.87815
100,76.34076
100,80.90572
130,103.862
130,95.91157
130,105.0346
130,98.48458
130,114.1603
130,110.1611
130,112.8839
130,97.30473
130,98.57404
130,121.3674
130,101.5624
130,101.5353
130,109.3256
130,117.1887
130,103.6925
130,110.6337
130,107.983
130,108.0526
130,117.3486
130,114.8287
130,103.578
